1000 | DEPOSIT | +2280.68 | 15.12.2025
1000 | WITHDRAW | -10.00 | 15.12.2025
1001 | DEPOSIT | +1425.88 | 15.12.2025
1001 | DEPOSIT | +25.74 | 15.12.2025
1002 | DEPOSIT | +50.00 | 15.12.2025
1002 | DEPOSIT | +95.10 | 15.12.2025
1002 | WITHDRAW | -75.59 | 15.12.2025
1003 | DEPOSIT | +3500.00 | 15.12.2025
1004 | DEPOSIT | +1246.09 | 15.12.2025
1004 | WITHDRAW | -15.00 | 15.12.2025
1004 | WITHDRAW | -3.25 | 15.12.2025
1004 | DEPOSIT | +85.00 | 15.12.2025
1005 | DEPOSIT | +150684.78 | 15.12.2025
1005 | DEPOSIT | +36985.78 | 15.12.2025
1005 | DEPOSIT | +12.26 | 15.12.2025
1005 | TRANSFER_SENT | -6851.98 | 15.12.2025
1001 | TRANSFER_RECEIVED | +6851.98 | 15.12.2025
1006 | DEPOSIT | +6987.15 | 15.12.2025
1007 | DEPOSIT | +256.00 | 15.12.2025
1005 | DEPOSIT | +25000.00 | 16.12.2025
1005 | DEPOSIT | +14.65 | 20.12.2025
1005 | WITHDRAW | -34.56 | 20.12.2025
1005 | TRANSFER_SENT | -450.00 | 20.12.2025
1002 | TRANSFER_RECEIVED | +450.00 | 20.12.2025
1005 | WITHDRAW | -12.54 | 21.12.2025
1001 | WITHDRAW | -432.56 | 23.12.2025
1008 | DEPOSIT | +587.45 | 02.01.2026
1008 | WITHDRAW | -84.76 | 02.01.2026
1008 | TRANSFER_SENT | -200.00 | 02.01.2026
1007 | TRANSFER_RECEIVED | +200.00 | 02.01.2026
1004 | TRANSFER_SENT | -212.85 | 02.01.2026
1003 | TRANSFER_RECEIVED | +212.85 | 02.01.2026
1004 | WITHDRAW | -75.00 | 02.01.2026
1005 | WITHDRAW | -69.45 | 06.01.2026
1000 | WITHDRAW | -85.40 | 18.01.2026
1000 | DEPOSIT | +96.02 | 18.01.2026
1001 | WITHDRAW | -92.01 | 18.01.2026
1002 | DEPOSIT | +256.00 | 18.01.2026
1002 | DEPOSIT | +639.25 | 18.01.2026
1003 | WITHDRAW | -23.00 | 18.01.2026
1003 | DEPOSIT | +155.55 | 18.01.2026
1003 | WITHDRAW | -25.25 | 18.01.2026
1003 | DEPOSIT | +45842.00 | 18.01.2026
1003 | WITHDRAW | -1459.25 | 18.01.2026
1004 | TRANSFER_SENT | -362.89 | 18.01.2026
1006 | TRANSFER_RECEIVED | +362.89 | 18.01.2026
1005 | TRANSFER_SENT | -3169.20 | 18.01.2026
1001 | TRANSFER_RECEIVED | +3169.20 | 18.01.2026
1005 | WITHDRAW | -2548.15 | 18.01.2026
1005 | DEPOSIT | +10.00 | 18.01.2026
1006 | WITHDRAW | -152.00 | 18.01.2026
1006 | WITHDRAW | -12.00 | 18.01.2026
1006 | WITHDRAW | -265.00 | 18.01.2026
1006 | WITHDRAW | -581.00 | 18.01.2026
1006 | DEPOSIT | +15478.00 | 18.01.2026
1006 | WITHDRAW | -69.33 | 18.01.2026
1006 | WITHDRAW | -58.00 | 18.01.2026
1006 | WITHDRAW | -3.00 | 18.01.2026
1006 | DEPOSIT | +2311.00 | 18.01.2026
1006 | TRANSFER_SENT | -15067.00 | 18.01.2026
1005 | TRANSFER_RECEIVED | +15067.00 | 18.01.2026
1006 | TRANSFER_SENT | -369.45 | 18.01.2026
1007 | TRANSFER_RECEIVED | +369.45 | 18.01.2026
1006 | DEPOSIT | +28.47 | 18.01.2026
1006 | WITHDRAW | -584.00 | 18.01.2026
1006 | WITHDRAW | -85.30 | 18.01.2026
1006 | DEPOSIT | +58.45 | 18.01.2026
1006 | DEPOSIT | +30.00 | 18.01.2026
1006 | WITHDRAW | -3169.20 | 18.01.2026
1008 | DEPOSIT | +25.00 | 18.01.2026
1008 | DEPOSIT | +201.20 | 20.01.2026
